File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A2_061__1_km_16_days_EVI_doy2021145000000_aid0001,_1_km_16_days_EVI,aid0001,2021-05-25,1913744.0,-0.2,0.8391,"(-0.2,0.8391)",0.2163163,0.165103,0.027259,0.3297,0.7054,0.2467,-0.2,0.0792
MOD13A2_061__1_km_16_days_NDVI_doy2021145000000_aid0001,_1_km_16_days_NDVI,aid0001,2021-05-25,1913744.0,-0.2,1.0,"(-0.2,1.0)",0.4531351,0.3100682,0.0961423,0.703,1.0,0.5807,-0.2,0.126
