date,lat,lon,temperature_2m_max,temperature_2m_mean,wind_speed_10m_mean,wind_speed_10m_max,precipitation_sum
2025-12-18 00:00:00+00:00,59.875,-139.0,-2.5144997,-4.89575,17.652449,18.709612,0.0
2025-12-18 00:00:00+00:00,59.75,-138.875,-10.1395,-12.237418,21.387207,23.34455,0.0
2025-12-18 00:00:00+00:00,59.875,-138.5,-16.668,-18.782583,30.813717,32.58348,0.0
2025-12-18 00:00:00+00:00,59.875,-138.25,-16.792,-18.264915,19.132925,21.175835,0.0
2025-12-18 00:00:00+00:00,59.875,-138.125,-16.766,-18.238918,19.132925,21.175835,0.0
2025-12-18 00:00:00+00:00,59.875,-137.75,-20.554499,-21.864914,22.158,23.683512,0.0
2025-12-18 00:00:00+00:00,59.875,-137.5,-27.8625,-28.843756,13.760197,15.815435,0.0
2025-12-18 00:00:00+00:00,59.875,-137.25,-18.202,-21.899918,7.3791585,9.826088,0.0
2025-12-18 00:00:00+00:00,59.875,-137.0,-20.0895,-21.577002,14.355138,15.815435,0.0
2025-12-18 00:00:00+00:00,59.875,-136.75,-26.212502,-27.956251,11.5913315,13.679999,0.0
2025-12-18 00:00:00+00:00,59.875,-136.5,-25.1145,-26.245752,14.70672,15.893093,0.0
2025-12-18 00:00:00+00:00,59.875,-136.25,-26.140999,-26.970167,18.29482,19.721298,0.0
2025-12-18 00:00:00+00:00,59.75,-136.0,-23.8745,-24.689085,21.390072,22.392462,0.0
2025-12-18 00:00:00+00:00,59.875,-135.75,-26.269001,-27.321085,19.10718,20.721119,0.0
2025-12-18 00:00:00+00:00,59.875,-135.5,-24.541,-26.278498,15.373817,16.45007,0.0
2025-12-18 00:00:00+00:00,59.875,-135.25,-21.238998,-22.664,15.133861,16.311613,0.2
2025-12-18 00:00:00+00:00,59.875,-135.0,-20.536,-22.106833,13.283314,15.484185,0.0
2025-12-18 00:00:00+00:00,59.875,-134.75,-24.645,-26.15125,14.607766,16.854767,0.1
2025-12-18 00:00:00+00:00,59.875,-134.5,-27.2215,-29.211082,9.519681,12.324414,0.6
2025-12-18 00:00:00+00:00,59.875,-134.25,-23.926,-25.915583,9.519681,12.324414,0.6
2025-12-18 00:00:00+00:00,59.875,-134.0,-24.131,-27.803919,5.6746044,9.178235,0.6
2025-12-18 00:00:00+00:00,59.875,-133.75,-20.4615,-22.605247,7.884302,10.24578,0.6
2025-12-18 00:00:00+00:00,59.875,-133.5,-22.7745,-25.41408,8.590527,10.1376915,0.6
2025-12-18 00:00:00+00:00,59.875,-133.25,-27.897,-30.355337,4.933229,6.792466,0.70000005
2025-12-18 00:00:00+00:00,59.875,-133.0,-27.8965,-31.109001,6.9502964,7.9036193,0.6
2025-12-18 00:00:00+00:00,59.875,-132.75,-22.7915,-25.039415,10.762063,12.224107,0.1
2025-12-18 00:00:00+00:00,59.875,-132.5,-23.773,-26.02092,10.762063,12.224107,0.1
2025-12-18 00:00:00+00:00,59.875,-132.25,-21.4365,-24.05525,15.380843,20.150354,0.0
2025-12-18 00:00:00+00:00,59.875,-132.0,-21.818,-26.68467,6.9339895,10.195057,0.0
2025-12-18 00:00:00+00:00,59.875,-131.75,-20.986,-25.852663,6.9339895,10.195057,0.0
2025-12-18 00:00:00+00:00,59.875,-131.5,-24.051,-29.905167,3.2352047,6.439876,0.3
2025-12-18 00:00:00+00:00,59.875,-131.25,-20.174002,-26.253168,3.8302026,8.311245,0.0
2025-12-18 00:00:00+00:00,59.875,-131.0,-21.925001,-26.622915,2.8339868,5.634891,0.1
2025-12-18 00:00:00+00:00,59.875,-130.75,-21.541,-25.89517,2.967269,6.1305785,0.0
